"sample1.1","sample1.2","sample1.3","sample2.1","sample2.2","sample2.3"
6,6,15,1,0,3
1256,2475,387,395,1174,809
0,1,0,0,0,0
354,230,598,100,1152,354
10,10,9,25,54,12
968,1890,826,324,396,291
0,0,0,0,0,0
7,6,9,14,2,15
0,0,0,0,0,0
15,12,12,17,13,21
644,365,318,285,292,152
1579,816,968,1296,2059,1628
0,1,0,0,0,0
0,0,0,0,0,0
1,7,1,4,28,5
64,44,9,3,0,1
209,423,633,403,328,141
2178,2366,1915,196,211,292
237,214,228,344,374,294
1,1,0,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
90,137,155,95,143,115
0,0,0,0,0,0
1269,436,547,391,371,489
0,0,0,0,0,0
3,4,0,5,7,3
1,0,8,7,2,9
0,0,0,0,0,0
12,5,8,14,5,4
1443,402,617,1042,1049,709
2,3,2,11,11,4
93,135,615,148,648,500
118,138,99,8,13,19
69,99,77,56,61,53
66,16,14,55,42,16
250,158,44,235,170,171
203,163,117,397,330,137
230,324,72,179,86,228
0,0,0,0,0,0
76,65,124,224,208,241
666,1119,266,1,43,10
42,61,57,13,182,86
94,65,58,33,36,16
94,101,172,125,158,30
0,0,0,0,0,0
483,406,685,210,878,941
199,184,219,198,241,277
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,1
308,7,776,296,277,93
26,29,18,24,19,33
14,6,9,4,23,3
1,1,0,0,0,0
30,33,21,19,14,15
673,740,1242,1380,1314,1286
0,0,0,0,0,0
0,0,1,0,1,0
639,639,284,989,539,351
3775,4983,2051,1587,1033,3879
120,112,115,208,114,117
2,2,1,2,0,2
0,15,8,36,2,12
26,21,11,21,19,22
0,1,3,3,2,2
8,4,3,2,6,4
6199,1368,1812,3097,1648,2027
4,5,4,6,7,3
484,942,652,239,236,204
8054,9175,7080,115,163,233
38,43,25,47,56,46
278,233,278,380,1192,474
206,267,466,14,47,4
0,1,2,0,1,0
0,0,0,0,0,0
19,6,4,0,0,0
394,530,71,463,394,142
16,50,36,18,37,24
48,10,11,24,37,25
275,79,109,83,115,147
18,21,10,1,12,0
113,292,235,213,169,187
1,0,1,21,25,16
4,9,5,84,101,62
459,345,508,370,653,387
163,219,89,155,174,155
94,123,103,204,162,149
40,38,32,5,16,8
609,441,1126,1657,1453,1924
649,831,449,39,49,7
43,11,31,58,18,2
0,1,0,0,0,0
1522,626,392,35,143,1205
107,317,16,295,199,55
1828,95,11,283,14,0
0,0,0,0,0,0
11,165,34,75,155,69
385,272,228,287,595,211
54,291,6,50,62,64
8,33,18,20,49,24
148,270,251,146,196,313
2,174,22,186,46,67
990,687,593,1706,2047,756
8,12,13,14,13,17
3,0,0,2,2,4
151,167,114,90,72,155
3,4,5,4,0,5
6,6,1,6,1,7
90,41,76,12,26,2
0,0,0,0,0,0
516,654,191,573,192,67
555,613,359,511,900,394
283,343,184,191,208,395
277,299,904,433,260,817
4,4,10,1,14,9
87,181,114,110,76,215
0,0,0,0,0,0
1052,1829,888,70,206,35
108,181,132,118,127,99
15,7,7,19,4,1
520,708,604,276,7068,2655
5,29,12,5,22,10
0,0,0,0,0,0
4,6,4,7,16,12
9,17,4,8,7,6
31,28,15,10,1,9
10,18,22,8,10,10
0,0,0,0,0,0
269,346,23,17,32,25
450,256,314,45,40,56
132,143,81,45,56,40
1,0,0,0,0,0
16,31,55,7,12,5
80,41,40,12,43,28
0,0,0,0,0,0
0,0,0,0,1,0
6,1,2,6,4,1
4,8,6,0,2,1
5,5,5,0,6,7
23,3,5,0,0,5
0,1,1,0,0,0
78,137,72,92,122,85
162,229,231,193,127,200
2170,2173,2929,1674,2359,1325
96,64,70,68,97,70
3,1,1,3,1,2
644,407,1529,477,740,1664
28,22,24,32,23,19
47,30,39,50,58,57
9,2,13,14,4,4
694,1316,463,3,16,8
0,0,0,0,0,0
3,2,2,4,1,0
420,476,472,1607,1279,1596
1,0,1,0,5,1
27,15,27,12,20,36
0,1,2,0,0,1
472,581,278,865,728,717
211,82,94,158,383,386
3,3,1,4,4,10
5,2,1,7,2,0
27,25,22,9,108,9
0,0,0,1,0,0
38,40,67,81,64,85
122,133,124,152,112,155
3,3,4,5,4,1
201,236,518,324,534,297
0,0,0,0,0,0
36,57,62,56,46,56
0,0,0,0,0,0
4,4,7,0,0,0
199,860,112,1238,391,160
190,984,200,166,274,6
636,1610,2884,1464,2506,699
25,24,17,19,20,21
38,28,78,74,162,227
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
3,4,2,4,4,2
695,389,122,385,17,525
558,304,350,368,413,319
28,30,17,20,17,21
42,40,37,19,44,42
0,0,0,1,0,0
228,188,188,163,215,192
7,8,11,18,23,11
583,151,357,234,161,99
21,518,517,525,695,848
20,6,3,9,7,14
6444,3863,2974,650,625,634
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
89,16,30,274,32,623
8,5,6,2,8,6
0,291,104,141,17,91
0,0,0,0,0,0
7,9,1,0,7,14
291,119,1038,855,996,424
15,7,18,6,16,14
13,46,12,68,18,64
228,167,124,19,14,11
0,0,1,0,0,0
1780,888,2233,29,734,215
76,27,22,5,66,63
245,262,71,84,202,197
440,456,470,473,554,457
12,39,32,30,23,26
0,0,0,0,0,0
328,305,330,312,388,360
7,5,4,8,2,18
17,154,119,282,167,89
3,4,3,100,88,74
0,0,0,0,0,0
0,0,0,0,0,0
87,76,74,84,108,85
5,4,1,4,6,2
0,0,0,0,0,0
19,21,17,14,17,7
864,1113,618,691,846,1065
119,112,174,325,148,115
41,33,25,29,72,31
427,439,877,131,149,66
0,0,0,0,0,0
128,226,233,32,42,46
13,4,4,8,7,3
2462,734,1003,668,1001,631
167,257,273,217,278,215
0,1,1,0,0,0
137,32,76,81,48,53
196,189,534,106,661,449
30,29,9,14,29,60
0,0,0,0,0,1
334,43,164,13,416,112
0,0,0,0,0,0
0,0,0,0,0,0
65,7,36,28,41,116
9,7,2,7,10,0
0,3,0,1,2,1
107,160,47,352,64,7
1600,3434,2120,324,498,138
922,974,868,883,811,722
22,8,11,21,118,3
1,0,3,2,12,0
453,344,410,702,764,919
480,347,388,72,173,386
5,5,19,3,2,2
17,16,10,6,10,17
36,37,27,20,24,30
1,2,0,0,5,0
0,0,0,0,0,0
3,1,2,1,5,8
16,9,20,17,16,9
0,0,0,0,0,0
0,0,0,0,0,0
10,3,5,1,0,1
230,68,151,95,174,49
1,1,0,0,0,0
12,15,30,35,35,21
4,4,2,4,0,3
349,705,577,677,1739,789
12,8,11,13,16,5
88,180,5,102,12,36
3,4,3,0,0,3
150,79,191,63,74,151
39,13,10,15,14,5
0,0,0,0,0,0
7,243,5,69,34,23
0,0,1,0,0,0
1178,1427,2036,1599,713,694
0,0,0,0,0,0
595,296,385,8,11,6
187,233,346,73,371,450
932,1063,960,172,193,191
0,0,0,0,0,0
42,214,108,50,118,121
14,29,10,21,30,16
22,32,4,3,17,8
409,468,220,859,193,302
0,0,0,0,0,0
1,0,2,1,0,0
8,7,9,2,5,3
257,755,241,116,103,134
734,436,490,2,25,14
510,1423,78,787,302,311
0,0,0,0,0,0
699,566,580,796,952,997
138,91,123,164,210,166
862,193,680,1177,539,562
461,217,55,225,536,172
91,157,52,194,232,248
12,29,11,2,8,5
0,0,0,1,0,0
121,61,83,470,1987,3283
265,165,192,205,206,471
55,64,65,9,127,28
414,478,270,351,428,338
18,17,18,19,20,33
1121,1039,2000,682,864,1209
0,0,5,10,1,7
206,36,83,70,79,52
0,2,1,0,2,0
1,5,2,2,2,3
93,781,842,815,1415,518
6,6,5,4,1,7
39,9,8,38,22,20
7,1,0,27,130,17
351,176,235,248,396,297
3,0,0,3,5,7
142,214,286,254,106,217
87,100,268,198,440,46
2,1,2,0,0,1
337,671,434,283,331,392
210,105,393,26,175,170
750,425,591,903,907,704
48,62,128,17,13,5
2,1,0,24,29,18
133,51,43,108,97,187
1,1,1,3,2,2
11,7,5,3,12,10
238,258,375,157,82,172
45,46,58,49,40,40
22,6,20,2,6,2
584,500,426,452,839,395
518,1026,716,802,1004,947
649,357,320,170,277,54
28,28,15,0,1,2
1311,1983,275,917,1126,3413
655,422,369,10,1,54
81,55,66,56,49,80
75,1088,413,462,1864,795
7,2,4,0,0,2
163,115,160,194,324,177
24,12,75,37,7,8
106,207,272,132,163,134
206,144,367,347,58,190
76,5,35,4,20,39
1,0,0,0,0,0
89,145,335,22,90,67
21,5,7,12,8,0
7,135,3,23,14,40
36,13,37,6,12,23
4,6,4,1,2,3
21,0,59,87,43,46
70,406,389,79,390,387
18,24,19,24,26,18
13,132,289,38,2,472
0,0,0,0,0,0
0,0,0,4,2,2
918,295,2793,1588,346,2070
1,1,1,0,0,0
2,30,97,37,106,15
71,74,41,49,18,84
65,49,57,4,6,0
0,0,19,47,4,11
36,42,17,12,28,19
160,137,126,149,202,94
0,0,0,0,0,0
62,8,125,251,43,134
0,1,0,0,1,0
0,0,0,0,0,1
60,84,61,106,112,76
310,424,513,113,269,369
911,169,1115,502,343,834
108,17,204,18,40,326
0,0,0,1,0,1
369,398,579,633,566,380
4,17,15,4,6,16
50,128,265,247,64,88
70,124,50,55,224,170
0,1,0,1,0,0
158,19,19,57,24,83
14058,15715,28461,270,83,203
12,18,2,69,13,8
0,0,0,0,0,0
134,173,81,112,109,118
2,0,1,0,0,0
51,49,137,104,235,85
263,371,310,252,397,366
54,32,101,99,115,227
625,502,269,828,1142,394
0,0,0,0,0,0
3,28,18,3,2,44
3,9,2,3,2,0
290,141,6,40,112,28
113,338,945,209,463,362
2,4,2,0,2,2
0,0,0,0,0,0
186,299,176,25,52,42
255,565,325,402,262,272
0,0,0,0,0,0
0,24,81,5,1,65
1873,200,186,41,48,18
143,57,169,75,94,150
2,0,0,0,0,0
0,0,0,0,0,0
348,235,221,5,7,8
159,61,158,96,307,272
7,11,12,13,13,8
804,463,762,30,35,44
2455,2363,599,2020,1720,630
1,0,3,4,1,4
0,1,6,3,4,2
383,364,954,154,266,102
460,691,459,786,524,731
57,61,28,52,115,12
262,240,263,276,206,302
0,0,0,0,0,0
3,0,0,11,172,0
85,212,176,111,215,107
810,679,623,953,811,504
114,83,85,2,2,4
134,108,168,44,125,102
18,16,15,17,19,10
7,10,6,7,4,9
0,0,0,0,0,0
5,7,0,2,1,1
7,14,7,73,188,103
65,48,55,71,83,43
0,0,0,0,0,0
13,52,21,18,43,60
11,2,3,14,1,1
606,838,1693,40,672,25
705,539,83,509,367,402
73,106,32,8,8,7
25,18,28,40,8,9
47,335,148,220,648,24
0,0,0,0,0,0
8,13,2,5,10,6
466,66,104,168,371,184
2,1,2,0,0,1
130,151,111,111,184,117
0,0,0,0,0,0
1520,989,1944,311,3031,1615
922,209,164,156,218,394
71,64,58,10,14,4
40,37,78,95,43,52
157,231,227,120,185,138
91,210,58,22,22,27
1,4,4,0,1,3
57,1,16,6,18,8
2493,652,460,4,29,42
47,6,0,4,76,0
24,45,20,8,16,30
97,145,122,220,298,260
384,670,462,412,655,428
404,105,623,1951,281,731
801,902,577,592,732,716
40,39,39,22,55,27
2,1,1,1,0,1
28,39,42,62,132,85
31,39,15,28,52,32
155,425,232,12,13,4
40,24,64,3,0,1
18,7,0,3,19,1
111,286,92,57,78,67
163,109,158,165,248,143
30,67,39,71,96,45
10,3,11,11,5,12
0,0,0,1,0,0
139,207,97,33,24,32
0,0,0,0,0,0
676,837,215,858,619,1441
188,165,387,166,406,260
4,11,8,34,11,1
0,0,0,0,0,0
0,1,1,0,0,0
65,63,61,112,216,148
39,26,19,11,7,4
507,401,740,820,860,327
103,66,93,85,241,133
89,49,64,65,88,61
543,1564,46,53,34,6
0,0,1,0,0,0
2,7,4,38,52,24
70,91,62,52,61,31
240,56,32,71,88,240
0,0,0,0,0,0
96,53,35,56,48,27
67,67,53,97,48,71
0,0,0,0,0,0
191,658,58,85,132,236
1,0,1,0,0,0
0,0,0,0,0,0
45,17,78,24,70,72
129,83,104,149,265,192
3,0,3,0,1,1
0,0,0,0,0,0
7,30,24,0,16,11
0,0,0,0,0,0
934,1386,202,944,700,1013
176,126,94,150,224,152
14,33,4,7,17,9
23,46,30,13,18,8
32,30,2,28,0,2
58,62,44,33,74,84
3226,3311,2959,3097,3470,3479
9,10,14,5,4,10
2,1,1,0,1,1
26,27,23,20,28,25
592,724,845,883,1327,1179
370,131,125,221,167,113
225,241,186,159,205,204
188,243,143,171,341,165
8,13,4,11,4,11
7,5,9,1,0,1
1147,670,995,12,19,9
3,20,49,12,19,78
60,386,746,4,6,3
29,3,10,6,4,11
47,54,52,46,53,64
159,173,114,127,174,154
87,69,123,0,0,0
44,52,15,27,46,31
12,27,22,12,25,16
0,0,0,0,0,0
22,6,3,3,5,1
9,31,23,16,18,30
914,551,700,798,1457,499
57,49,42,38,23,28
40,49,29,50,38,62
2,1,7,1,1,4
11,9,2,7,4,1
2,6,2,3,10,1
1,0,0,0,0,0
1,0,1,0,2,2
80,95,48,30,107,45
0,0,0,0,0,0
681,436,475,315,569,489
0,0,0,0,1,0
5,6,4,15,11,14
1056,786,740,411,223,428
0,1,3,0,1,1
16,27,58,12,26,15
22,21,13,24,24,24
0,0,1,0,0,0
1170,1169,2107,118,148,33
362,287,104,18,48,27
62,49,55,135,190,111
40,24,20,20,25,22
2324,4318,2944,1859,2986,4006
0,0,0,0,0,0
5,1,8,2,2,16
38,7,39,35,23,10
43,69,164,242,40,121
15,10,4,23,2,26
3,2,2,4,5,7
0,0,0,0,0,0
0,0,0,0,0,0
54,225,285,272,384,25
127,190,114,115,133,160
1,2,2,1,1,3
240,70,114,85,544,162
76,65,83,84,78,121
0,0,0,0,2,1
340,219,687,526,1196,380
43,81,65,125,50,252
9,44,9,74,28,15
1259,2247,1480,1731,1538,1455
12,6,9,8,5,6
5,12,52,76,0,35
162,1726,543,42,220,130
307,33,191,266,72,408
3,1,0,0,0,0
84,60,75,93,109,240
224,263,148,202,181,281
74,188,16,68,60,118
171,63,49,29,80,69
9,101,10,11,7,14
147,167,211,346,78,50
17,5,6,0,11,3
0,3,14,18,1,0
4564,3101,2189,64,66,60
371,166,253,174,308,150
137,119,94,28,30,87
130,118,115,42,47,43
40,47,40,68,88,93
1528,0,209,284,229,73
0,2,0,2,4,2
3,3,3,1,1,2
28,8,104,19,53,93
5,11,0,0,4,8
21,30,50,81,61,35
71,74,44,67,56,58
68,125,55,6,17,23
40,54,56,39,48,74
0,0,0,0,0,0
0,0,0,0,0,0
237,69,960,330,451,432
53,32,41,573,809,605
0,1,2,0,2,1
1466,1367,2086,65,116,71
0,0,0,0,0,0
4,6,3,4,4,3
5,8,6,7,10,9
734,774,132,32,25,42
41,41,32,34,34,34
44,41,75,4,12,6
189,53,32,90,17,34
281,380,328,381,455,377
202,932,469,303,1160,261
107,67,47,120,281,90
49,59,86,36,8,7
1,1,3,0,4,2
24,18,15,19,26,41
0,0,0,0,0,0
98,86,86,119,120,98
0,0,0,0,0,1
13,11,16,2,0,9
663,632,590,637,892,724
42,91,101,140,46,81
0,0,0,0,0,0
87,120,86,110,164,129
1992,1921,1976,576,1132,253
16,8,30,0,0,0
1,3,1,2,0,0
560,909,337,345,593,307
417,714,519,807,370,117
0,0,0,1,0,1
790,890,1153,1115,1796,654
184,180,159,8,7,10
0,0,0,0,0,0
32,39,18,34,30,46
237,422,273,373,613,611
569,490,208,9,11,15
14,79,110,0,6,2
24,21,22,25,30,27
46,132,89,65,29,94
295,230,212,251,336,307
71,64,70,3,5,2
18,5,3,4,2,7
44,29,54,37,80,54
153,292,421,661,272,133
9,19,21,32,43,25
1,0,0,0,0,0
0,0,0,0,0,0
1,13,7,2,8,8
87,28,25,27,47,5
23,27,19,31,34,19
161,191,140,308,556,387
0,0,0,0,0,0
1,0,0,0,0,2
0,0,0,0,0,0
21,31,15,40,29,22
19,3,1,3,0,4
900,193,647,409,234,1023
96,17,191,17,227,224
247,370,254,17,30,2
0,5,14,4,14,2
333,709,728,700,456,1134
2,0,1,1,4,0
659,219,307,494,259,394
1,0,0,1,1,3
466,385,410,643,575,442
0,0,0,0,0,0
0,0,0,1,1,0
2,0,1,62,52,22
0,0,0,0,0,0
13,11,25,18,10,14
147,89,126,63,158,152
0,0,0,0,0,1
0,0,1,0,0,0
51,69,31,38,46,57
0,0,0,0,0,0
14,18,22,6,59,5
54,51,105,20979,324,1754
25,5,4,11,6,5
2,2,0,0,0,0
3,65,3,12,7,32
74,146,120,99,49,63
6,11,11,9,7,10
0,1,0,0,0,0
90,73,102,109,134,84
108,32,18,86,71,67
41,242,39,32,200,4
4,5,1,3,4,0
28,27,28,4,42,52
51,226,140,44,236,153
270,706,332,231,418,364
0,0,0,0,0,0
22,18,22,389,864,921
131,136,266,1125,182,1410
0,0,0,0,0,0
773,458,482,129,324,244
220,162,88,101,190,134
271,295,312,222,250,245
648,881,880,300,1242,271
0,0,0,0,0,0
5,5,5,1,0,0
1997,2321,2596,104,162,123
265,219,245,14,31,19
4,20,8,5,20,44
0,30,17,4,6,2
19,9,4,9,5,25
0,22,0,6,1,13
566,239,202,236,218,440
26,70,52,48,67,60
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,2,0
308,304,305,293,259,154
181,85,132,365,25,172
271,242,274,240,262,231
0,0,0,1,0,0
1,5,5,2,1,3
1,1,2,8,14,13
2228,1745,2192,1878,2653,2240
21,18,11,18,28,17
2,0,1,0,2,2
337,76,158,50,192,252
625,115,32,72,416,53
656,254,292,396,524,207
0,0,0,0,0,0
1395,1711,1849,1103,1236,950
107,125,114,102,71,113
62,63,47,144,109,68
143,685,795,882,659,251
4,1,0,1,4,2
337,67,104,2394,2728,8227
149,179,119,161,168,117
0,1,0,1,0,0
700,740,305,1151,679,643
917,663,482,699,1920,269
140,173,149,107,100,193
85,55,192,2,44,19
378,138,296,849,222,387
4811,914,1097,7302,715,1828
79,62,103,151,116,44
29,27,21,21,35,40
76,49,77,49,53,40
0,0,0,0,0,0
0,0,0,0,4,1
308,328,248,295,367,303
2678,4910,2798,106,190,220
1837,844,2532,33,88,72
3,6,3,9,6,2
44,56,40,82,46,55
0,0,0,0,0,0
27,28,5,0,2,5
2,4,7,4,1,6
606,481,513,572,649,696
1,2,6,24,1,4
209,231,8,0,1,1
864,451,292,553,720,343
13,12,11,9,8,4
1071,700,868,486,1360,740
6,7,5,3,11,13
9,7,1,1,5,5
0,0,0,0,0,0
0,0,0,0,0,0
40,49,26,1,5,0
1,0,0,0,0,0
1039,2280,452,329,1055,868
2,2,3,18,40,20
121,155,122,135,114,136
1930,2178,1869,1110,252,905
1,0,1,0,0,0
41,92,64,15,17,16
256,790,659,312,1098,533
249,28,224,351,30,309
220,347,200,101,320,178
40,40,76,20,89,53
12,16,4,10,2,11
5,9,4,7,10,7
6,8,14,0,4,1
0,0,0,0,0,0
231,86,66,6,86,143
248,181,216,669,44,151
926,113,130,140,46,76
0,0,0,0,0,0
38,20,26,77,91,27
57,45,58,81,96,86
0,0,1,0,6,0
45,50,38,17,42,36
0,1,0,2,1,0
3,2,3,4,4,1
0,0,0,0,0,0
65,113,94,323,185,132
2,1,1,0,0,0
1,12,3,4,4,1
184,104,194,66,108,48
0,0,0,0,0,0
1,0,2,0,0,0
10,9,9,7,11,12
18,62,46,14,80,120
903,913,803,920,866,860
1,2,1,1,1,0
243,3108,1989,171,499,453
0,11,1,4,1,14
1,13,8,2,18,2
858,432,156,1229,1193,876
208,223,72,97,18,53
325,74,79,57,544,188
984,235,1032,56,85,92
0,0,0,0,0,0
30,90,737,101,206,2094
0,2,1,1,0,0
82,105,76,98,149,65
141,273,185,126,373,262
170,125,191,181,138,179
300,183,174,1152,228,322
2,0,4,3,0,9
47,24,12,821,1168,165
115,70,62,77,122,79
4,1,4,189,227,166
22,29,25,23,28,34
16,21,28,3,48,5
8,5,3,4,13,7
178,170,15,167,378,98
3,4,5,5,4,5
10,24,32,10,23,20
24,27,32,37,54,27
0,0,0,0,0,0
0,0,0,0,0,0
71,49,51,39,90,46
19,7,149,13,11,63
0,0,0,0,1,0
43,18,75,70,125,52
0,0,0,0,0,1
57,60,46,169,36,247
146,134,292,310,396,224
5,12,2,0,1,5
11,13,7,7,14,7
19,4,23,37,12,5
12,4,0,2,8,6
0,0,0,0,0,0
281,767,216,125,163,246
100,96,117,5,16,1
71,9,42,2,7,0
1847,1515,705,2378,1826,1733
0,0,0,0,0,0
43,7,40,17,52,40
246,319,225,520,430,397
349,269,282,340,372,248
54,302,55,121,28,122
0,0,0,0,0,0
550,1069,360,393,680,193
16,12,6,15,14,11
24,21,15,4,7,5
1,22,18,0,1,0
6,13,5,8,12,19
121,11,206,105,130,0
20,10,7,17,14,2
44,30,27,519,392,726
51,165,96,386,422,136
161,87,17,142,292,56
143,107,54,91,166,218
0,0,0,0,0,0
3,0,1,1,0,0
42,37,32,66,103,64
48,48,22,44,41,42
1,2,6,5,0,3
35,13,51,61,30,50
34,48,36,17,54,38
8,18,9,19,10,25
62,138,967,616,43,8
71,0,463,1,0,0
77,73,90,60,118,56
133,72,111,95,98,85
50,102,50,189,49,61
93,110,68,30,73,179
1209,1156,520,318,422,390
136,196,228,146,262,108
50,60,27,41,78,82
16,3,18,13,12,18
135,167,221,440,103,128
47,41,10,908,239,884
4505,2986,892,68,77,88
0,0,0,0,0,0
12,63,270,66,67,157
38,5,28,7,77,39
130,134,103,80,71,177
0,0,0,1,2,0
110,36,32,36,2,46
0,0,0,334,1146,617
151,138,94,181,190,142
11,2,0,0,7,0
16,35,20,27,36,24
1367,665,705,1222,1534,798
46,28,14,12,20,8
0,0,0,0,0,0
64,41,11,83,16,46
14,493,238,332,25,257
38,31,37,30,76,18
58,62,20,9,100,42
2,1,12,40,36,13
235,255,223,205,362,261
85,18,61,7,22,52
3,10,9,6,37,12
61,80,57,50,100,49
55,71,50,45,50,62
164,61,196,56,210,286
53,55,31,193,95,63
53,52,57,55,59,37
374,221,265,132,215,150
32,30,9,39,35,91
0,1,0,0,0,4
1,1,2,0,2,1
0,0,0,0,0,0
440,576,220,517,1188,642
25,25,8,24,13,6
182,114,133,16,10,13
2,2,0,1,0,8
1393,2022,585,757,1516,869
102,8,14,13,121,15
79,103,436,220,280,281
114,13,61,36,156,15
10,4,4,0,1,3
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
1253,688,1164,2813,1110,1396
28,5,4,9,16,5
1,2,1,2,0,1
345,233,284,176,130,82
26,82,14,56,26,23
24,25,12,24,6,3
0,0,0,1,1,0
0,0,0,0,0,0
2477,1923,1685,2307,2684,2638
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,2,1,2
6,6,6,12,10,3
577,1336,756,1994,1212,1633
3,12,36,36,0,7
0,0,0,0,0,0
0,0,0,0,1,1
13,12,7,18,5,11
12,52,66,48,25,3
74,57,25,28,16,32
0,0,0,0,0,0
71,49,84,18,146,73
149,11,79,317,1,746
141,14,92,91,100,95
11,41,6,1,1,0
14,34,12,25,6,22
0,0,0,0,36,79
48,21,23,37,26,20
358,5,45,8,416,36
0,0,0,0,0,0
6,10,6,3,8,4
399,115,234,91,108,194
124,96,6,223,65,75
0,0,0,0,0,0
15,10,43,90,131,111
88,32,340,120,16,30
1,19,0,20,8,2
118,151,99,87,76,149
63,47,27,39,74,47
148,78,44,150,178,42
150,278,184,364,132,48
7,46,13,1,8,3
87,95,84,123,122,143
2,2,4,2,0,3
42,118,52,92,97,76
5,7,6,0,0,9
119,70,138,140,161,156
23,29,26,25,31,15
8,17,9,32,22,33
11,2,1,6,2,1
3539,743,900,116,64,28
4,10,9,5,8,22
129,241,198,169,139,53
0,0,0,0,0,0
38,53,54,117,174,62
10,5,14,70,44,41
0,0,0,0,0,0
17,5,4,23,7,10
0,0,0,0,2,0
0,0,0,0,0,0
337,120,176,66,127,54
0,0,1,1,0,2
360,526,500,60,72,69
390,305,282,402,347,263
6,17,8,29,7,14
1436,827,572,122,365,1882
101,43,58,10,38,58
323,425,346,400,426,353
135,584,929,161,208,311
0,0,0,0,0,0
182,319,219,194,244,303
1,1,0,1,0,0
816,1648,806,384,253,1430
802,776,179,703,312,561
0,0,0,0,0,0
439,219,486,596,438,270
227,103,176,158,121,328
36,66,25,54,41,29
0,0,0,0,0,0
6,3,5,3,0,5
202,248,272,293,250,302
186,170,158,170,263,204
0,0,3,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
44,89,82,4,1,2
0,0,0,0,0,0
20,93,65,35,38,4
821,859,1023,1167,2035,1195
96,59,64,150,48,35
54,35,45,49,50,52
138,47,467,278,60,34
96,202,90,154,127,180
0,0,1,0,10,1
952,1011,1114,483,1260,1383
1,140,22,1,0,2
10,4,8,1,0,0
0,1,0,0,0,0
5,7,5,12,12,6
254,83,126,192,522,201
80,131,80,5,1,2
0,0,0,0,0,0
854,180,668,176,124,167
10,20,29,23,6,18
35,34,11,24,4,63
0,1,0,0,4,4
0,0,0,0,0,1
57,50,34,87,55,42
1,0,0,0,2,0
109,110,162,75,242,189
0,0,0,0,0,0
0,1,1,0,0,0
0,0,0,3,0,3
105,67,75,215,228,294
48,21,10,7,7,1
33,26,24,18,38,28
53,365,57,241,25,137
11,39,22,47,5,21
155,119,98,98,106,116
8,30,66,4,188,83
4,14,16,6,11,27
10,6,15,15,25,25
26,55,50,52,85,34
8,7,11,7,11,8
750,1604,321,563,2477,740
7,69,7,2,14,3
17,4,13,23,10,16
59,58,34,101,121,50
2,172,1,136,1,223
7,1,1,23,30,33
1987,2347,5367,3517,2377,2770
0,0,0,0,0,0
44,875,0,543,1346,23
1318,127,461,252,432,18
47,57,55,97,70,95
5,51,27,16,12,11
149,344,239,174,298,172
6,7,5,427,516,449
809,312,263,4,4,5
0,0,0,0,1,0
13,15,22,27,37,11
0,0,0,0,0,0
528,437,481,49,55,49
2934,5244,3371,866,1997,848
5,16,2,9,4,1
22,24,2,7,25,7
20,61,281,69,108,81
1,0,0,0,0,0
18,8,16,23,17,18
0,0,0,1,0,0
1150,1087,932,89,138,99
0,0,0,0,0,0
18,54,44,19,13,36
57,62,56,49,61,53
1,1,2,1,1,0
186,200,130,118,74,63
2,12,5,33,6,16
3,7,5,22,42,24
3,3,1,0,0,0
32,24,42,26,44,26
0,2,0,10,50,17
69,60,56,56,60,79
2,3,4,4,6,3
1333,3539,1825,1465,2795,2619
0,0,0,0,0,0
74,74,75,70,89,71
1543,1504,1245,447,606,2766
13,19,5,23,55,11
188,197,664,666,391,956
23,7,6,0,20,14
119,40,83,39,60,6
108,267,16,337,407,935
851,652,926,696,360,390
3,0,1,2,0,2
4,4,2,4,4,5
2,3,0,0,0,0
0,0,0,0,0,0
14,8,18,6,17,11
1,0,0,0,0,0
282,4728,1024,102,410,522
126,251,4,51,88,105
1,8,3,1,0,0
11,10,4,1492,1183,874
889,3024,2837,366,305,316
0,0,0,0,0,0
22,38,22,25,100,6
76,139,156,219,208,118
1,1,1,16,6,2
216,1794,2280,41,54,64
126,85,127,175,73,47
0,1,1,1,0,2
23,21,4,25,17,1
1,4,1,10,2,1
580,995,501,42,34,66
253,643,774,1268,102,477
224,206,166,217,112,149
1,0,1,0,0,0
96,114,78,100,121,103
18,17,12,8,16,18
724,4563,102,1488,216,540
102,307,81,245,19,16
262,119,75,61,149,36
217,242,233,15,16,15
569,516,484,722,1032,602
12,50,30,23,25,71
19,15,12,2,8,0
137,242,328,285,383,337
1,1,0,4,2,2
150,130,91,409,448,369
1251,503,2642,2,120,7
604,424,525,247,416,375
1,0,0,0,1,1
340,206,325,320,244,233
625,1533,411,751,2520,594
203,95,173,149,281,270
0,0,0,0,0,0
0,12,35,176,107,127
1,2,14,12,2,23
47,10,14,21,48,32
39,2,17,70,252,30
225,190,243,8,8,6
265,258,611,48,623,43
